Date,AAPL,AAPL_Open,AAPL_Volume,AAPL_High,AAPL_Low,MSFT,MSFT_Open,MSFT_Volume,MSFT_High,MSFT_Low,GOOGL,GOOGL_Open,GOOGL_Volume,GOOGL_High,GOOGL_Low,AMZN,AMZN_Open,AMZN_Volume,AMZN_High,AMZN_Low,META,META_Open,META_Volume,META_High,META_Low,Year,Month,Day,DayOfWeek,GDP,CPI,DPI,Bond_Yield_10Y
2018-01-17,42.087188720703125,41.393957474167365,137547200,42.12243618699658,41.140168545447295,83.34848022460938,82.36834725202438,25621200,83.47793148308043,82.0632091193864,56.683998107910156,56.54764894969218,27830000,56.6949435504435,55.90720958064976,64.75,65.61199951171875,105076000,65.69999694824219,64.04399871826172,176.7668914794922,178.41909294268305,27992400,178.47882424230647,174.9753321710574,2018,1,17,2,20328.553,248.859,14886.6,2.58
2018-01-18,42.124786376953125,42.15063571508985,124773600,42.32218295258978,41.88744506184593,83.31149291992188,83.03410039018276,24159700,83.83854648644713,82.90464913205827,56.52824020385742,56.69643478874569,27498000,56.7581400523498,55.95547807450469,64.66600036621094,64.69750213623047,80538000,65.2300033569336,64.20099639892578,178.95657348632812,177.2944091650246,23304900,180.13103089685436,176.24933160605107,2018,1,18,3,20328.553,248.859,14886.6,2.58
2018-01-19,41.936798095703125,41.97204556581299,129700400,42.19998876773405,41.69005504782215,83.21902465820312,83.34847590997298,36875000,83.78306527858496,82.9046450623518,56.90294647216797,56.63074931057842,30552000,56.91687979596614,56.355564267291555,64.72899627685547,65.5999984741211,91570000,65.6500015258789,64.64949798583984,180.4395751953125,180.00165196036858,26826500,181.5145108168175,179.32483389325304,2018,1,19,4,20328.553,248.859,14886.6,2.58
2018-01-22,41.59370040893555,41.66419892337951,108434400,41.77699439506781,41.49970478014586,84.70771026611328,83.21901400673879,23601600,84.71695879850284,82.97860154655272,57.931034088134766,56.91887489216395,29550000,58.06638855045566,56.8193484355909,66.3655014038086,64.8584976196289,82802000,66.37249755859375,64.83300018310547,184.5004425048828,179.951887827614,21059500,184.52035293924786,179.56371788715904,2018,1,22,0,20328.553,248.859,14886.6,2.58
2018-01-23,41.60310363769531,41.664204031032014,130756400,42.16708823668298,41.55140854551602,84.9758529663086,84.9758529663086,23412800,85.34571662555797,84.64297637844041,58.52867889404297,58.25249912801312,39138000,58.645122767902365,58.08480187809485,68.12699890136719,66.90450286865234,103386000,68.24500274658203,66.86699676513672,188.46177673339844,185.17725379538535,25678800,188.66083550811203,184.67959926499583,2018,1,23,1,20328.553,248.859,14886.6,2.58
2018-01-24,40.94042205810547,41.65244954054597,204420400,41.664199890843385,40.70072853771156,84.90188598632812,85.57688775049724,33277500,86.39058222584349,84.67997059388154,58.28583908081055,58.967083753801106,37128000,59.07009164771198,58.09226457517757,67.87550354003906,68.74099731445312,136150000,69.40799713134766,66.9000015258789,185.6749267578125,188.9992557058916,24334500,189.76564801119068,185.64506869800198,2018,1,24,2,20328.553,248.859,14886.6,2.58
2018-01-25,40.2096061706543,41.00858001831142,166116000,41.111977393216236,40.073309956980175,85.37347412109375,85.50292537238897,26383200,86.21490725451267,85.0036103797228,58.82575225830078,58.75459359732834,29984000,58.96807337679164,58.31320336719881,68.89749908447266,68.4000015258789,95060000,68.91699981689453,67.88099670410156,186.60055541992188,187.0683519359763,17377700,187.735207244834,185.72469369414512,2018,1,25,3,20328.553,248.859,14886.6,2.58
2018-01-26,40.3036003112793,40.418748035489784,156572000,40.418748035489784,39.96286158277214,86.97310638427734,86.10393488834109,29172200,86.97310638427734,85.60462000111168,59.095462799072266,59.09397075650605,42170000,59.095462799072266,58.12361157203238,70.10250091552734,69.60050201416016,97146000,70.12650299072266,69.04550170898438,189.1087188720703,186.86927351700632,17759200,189.1087188720703,185.9336805831592,2018,1,26,4,20328.553,248.859,14886.6,2.58
2018-01-29,39.469364166259766,39.986347241062546,202561600,39.986347241062546,39.260220866583516,86.84366607666016,87.9717472168799,31569900,88.25838824102759,86.65873774906103,59.041725158691406,59.11736374721337,31494000,59.614984641393455,58.92129871548926,70.88400268554688,70.45899963378906,114038000,71.56950378417969,70.02200317382812,185.1075897216797,187.86460029364022,20453200,187.95417447136586,184.75924063478703,2018,1,29,0,20328.553,248.859,14886.6,2.58
2018-01-30,39.236717224121094,38.898327284716245,184192800,39.33071283586567,38.70328298392865,85.75257873535156,86.27039079143671,38635100,86.60326745086142,85.1607995751663,58.58839416503906,58.60581271962589,37338000,59.113881736414754,58.44607303256384,71.89099884033203,70.15850067138672,117438000,71.9625015258789,69.5999984741211,186.2422332763672,186.73988782461504,20858600,187.2972584886988,180.98700246184683,2018,1,30,1,20328.553,248.859,14886.6,2.58
2018-01-31,39.344825744628906,39.21323040732901,129915600,39.582170664698516,39.12628425640672,87.85154724121094,86.68647898832994,48756300,88.2121624294373,86.46456357739766,58.82973861694336,58.908858639885175,36022000,59.03376501007643,58.326145745392616,72.54450225830078,72.56500244140625,128494000,73.62899780273438,72.50199890136719,186.0133056640625,187.48635878914843,43275100,188.93951666824896,184.35114139164045,2018,1,31,2,20328.553,248.859,14886.6,2.58
2018-02-01,39.42708206176758,39.283736345370855,188923200,39.6244751049584,39.18738846034747,87.1580581665039,87.64812461449074,47227900,88.83168291632245,86.52929193683532,58.79838943481445,58.519722930483724,73514000,59.089998365756394,58.1897992534695,69.5,72.25,182276000,72.99400329589844,69.25700378417969,192.1842498779297,187.33709893144538,54211300,194.40380032981872,187.00864507281767,2018,2,1,3,20328.553,249.529,14921.1,2.86
2018-02-02,37.716331481933594,39.008791439258424,346375200,39.19678633201018,37.62233582840989,84.8648910522461,86.58475105719309,47867800,86.8898891026494,84.60598860927558,55.69373321533203,56.1027769185901,117842000,56.295854081164165,55.29414291255394,71.49749755859375,73.86949920654297,222514000,74.9000015258789,70.69999694824219,189.3874053955078,191.1391438614441,26677500,193.29897787126404,189.08880964215672,2018,2,2,4,20328.553,249.529,14921.1,2.86
2018-02-05,36.77399826049805,37.38732917324544,290954000,38.51059366698159,36.65885058000265,81.36968994140625,83.73680593678728,51031500,86.21488313991259,81.36968994140625,52.86674499511719,54.76865134000662,83550000,55.484231942129064,52.58559177364152,69.5,70.13099670410156,229900000,72.9489974975586,66.03600311279297,180.40972900390625,186.0531299975739,33128200,189.7158755251482,179.76278413867004,2018,2,5,0,20328.553,249.529,14921.1,2.86
2018-02-06,38.310855865478516,36.38391663016176,272975200,38.47300138641009,36.18887227786028,84.44881439208984,80.34334045628128,67998600,84.58751417051435,78.82690553585113,53.963504791259766,51.45300820900175,76630000,54.11030204868363,51.255451128173426,72.14199829101562,68.072998046875,221336000,72.19950103759766,67.5895004272461,184.4407196044922,177.73234625533001,37758500,184.89856845477743,176.90623791250104,2018,2,6,1,20328.553,249.529,14921.1,2.86
2018-02-07,37.49073791503906,38.32496280918421,206434400,38.39780998050567,37.380294632706295,82.85841369628906,83.67210832834648,41107600,84.8556667220898,82.47930140055577,52.5194091796875,53.99037724245561,51942000,54.06800522440786,52.48009594287449,70.83899688720703,72.44999694824219,143254000,73.04949951171875,70.75749969482422,179.3347930908203,183.2861715813623,27601900,184.21181697651505,179.10587624163267,2018,2,7,2,20328.553,249.529,14921.1,2.86
2018-02-08,36.459129333496094,37.66699211076643,217562000,37.833838566627755,36.43093134658643,78.60498809814453,82.95086734639878,55628700,83.10805713243406,78.37382415824668,50.1457633972168,52.74135221772041,66792000,52.94338544581272,49.99597824363367,67.5250015258789,71.48400115966797,171572000,71.6875,67.49700164794922,170.77513122558594,180.1608884203465,38478300,180.98699676690902,170.67559424418377,2018,2,8,3,20328.553,249.529,14921.1,2.86
2018-02-09,36.90506362915039,37.06079201336703,282690400,37.25426978743227,35.449247698677205,81.5361328125,79.79778278742265,63499100,82.22962452714889,77.513882278449,52.06458282470703,51.04993305207871,98360000,52.33578531167807,49.612803609403386,66.9800033569336,68.67449951171875,282830000,69.17500305175781,63.29650115966797,175.2838897705078,173.94021638331782,39887600,176.0701772931132,166.3957714295385,2018,2,9,4,20328.553,249.529,14921.1,2.86
2018-02-12,38.39155578613281,37.39820134604815,243278000,38.669975998597984,37.164608760767116,82.41455841064453,82.05394325896994,35720300,83.01558601495651,81.30497441388626,52.477115631103516,52.58211292279682,56240000,53.02499526533336,52.02577458282888,69.3115005493164,68.2334976196289,134778000,69.69049835205078,67.20050048828125,175.58245849609375,176.22940324969613,32092100,176.71711011087353,171.03388922749147,2018,2,12,0,20328.553,249.529,14921.1,2.86
2018-02-13,38.776153564453125,38.21223129709824,130196800,38.87289425642231,38.1414453371129,83.06182861328125,82.22963701837469,26407700,83.21901839938482,81.1847785492253,52.45621109008789,52.250195305375534,31586000,52.80852678383553,52.09692873400524,70.72550201416016,69.29650115966797,118358000,70.98600006103516,69.17649841308594,172.3377685546875,174.79618330321944,21809400,175.14454757111807,172.28801524831223,2018,2,13,1,20328.553,249.529,14921.1,2.86
2018-02-14,39.49107360839844,38.469406487508856,162579600,39.53118480155711,38.43165710592114,84.36243438720703,82.22573999092316,34960900,84.52965456497733,82.132841467207,53.379791259765625,52.46516533855798,41304000,53.517632459057005,52.24024276134647,72.55249786376953,70.3125,119184000,72.60299682617188,70.16799926757812,178.67788696289062,172.63635367006276,28929700,178.9665199083366,172.39748921513117,2018,2,14,2,20328.553,249.529,14921.1,2.86
2018-02-15,40.81713104248047,40.06208558641744,204588800,40.84072396278021,39.87568603465815,86.08110046386719,84.73404688316833,27823900,86.13683816799818,84.18594055866961,54.308353424072266,53.914735123767,37396000,54.44470257854249,53.107593232270254,73.08799743652344,73.34449768066406,113054000,73.4469985961914,71.84200286865234,179.1158447265625,179.65330499542176,20922100,179.65330499542176,176.0104697921348,2018,2,15,3,20328.553,249.529,14921.1,2.86
2018-02-16,40.68499755859375,40.66848287360805,160704400,41.248923466307026,40.52927275595877,85.46792602539062,85.88597282847773,30596900,86.86142481928286,85.28212902128554,54.51436996459961,54.40887154176525,39948000,55.151821443265106,54.317807587176766,72.43450164794922,72.86849975585938,89452000,73.29000091552734,72.3280029296875,176.52801513671875,178.15037376118786,20645300,179.0361982153312,175.47298996517847,2018,2,16,4,20328.553,249.529,14921.1,2.86
2018-02-20,40.54814147949219,40.595330913677635,135722000,41.11678010195988,40.44668077568657,86.13681030273438,84.98485323456015,30911700,86.45266664090244,84.5482224595735,54.91694641113281,54.37802287617981,33754000,55.54892329436583,54.24067901949363,73.4175033569336,72.32450103759766,129984000,74.4384994506836,72.32450103759766,175.18434143066406,174.9454769771052,21204900,177.11524342872323,174.28856935539645,2018,2,20,1,20328.553,249.529,14921.1,2.86
2018-02-21,40.36408996582031,40.77936192216411,149886400,41.08373675601844,40.349929898852224,84.994140625,86.37835463062913,26922500,86.73137179915298,84.994140625,55.42252731323242,55.191135418845924,41486000,56.53968759193702,55.11201160065814,74.14600372314453,74.25,126088000,75.17449951171875,73.94599914550781,177.075439453125,175.8810716122027,23200800,180.41967852003413,175.57251304470122,2018,2,21,2,20328.553,249.529,14921.1,2.86
2018-02-22,40.701507568359375,40.536342750465415,123967600,41.0436354626375,40.515108045376834,85.21709442138672,85.51437386334358,24392800,86.14609356346455,84.87336218724558,55.23094177246094,55.692237311531464,28010000,56.00523975937788,54.99457260793144,74.26699829101562,74.76799774169922,97162000,75.12699890136719,73.78800201416016,178.15037536621094,177.8617272319484,18464200,179.36465364290387,176.57778521791664,2018,2,22,3,20328.553,249.529,14921.1,2.86
2018-02-23,41.40935516357422,40.97756487427431,135249600,41.4447463346961,40.94689012575361,87.38165283203125,86.95431409775792,26329200,87.39094480756128,85.80235720155588,56.136112213134766,55.66685533428241,25292000,56.18139741350492,55.15828901842197,75.0,74.76699829101562,88362000,75.0,74.32499694824219,182.43019104003906,179.05609393200032,19007300,182.52972802098623,178.66792400584404,2018,2,23,4,20328.553,249.529,14921.1,2.86
2018-02-26,42.22809982299805,41.60991010075557,152648800,42.32719869142699,41.57687714461259,88.64508819580078,87.69751227755403,30199800,88.67295703344035,87.55816100165589,56.912899017333984,56.323713065205645,30912000,56.93777778235942,56.19831315542538,76.09750366210938,75.45999908447266,99100000,76.14199829101562,75.3499984741211,184.06251525878906,183.7141661658928,17599700,184.789101878763,182.36054510382058,2018,2,26,0,20328.553,249.529,14921.1,2.86
2018-02-27,42.09126663208008,42.258793298407795,155712400,42.584402981758934,42.03699895157552,87.5117416381836,88.94240158094604,25869100,89.03530010445986,87.5117416381836,55.60963439941406,56.91290521123392,42964000,56.940274513322635,55.57380639222705,75.5989990234375,76.2249984741211,96176000,76.33899688720703,75.3604965209961,180.60879516601562,183.58475964197942,15849800,183.833586915874,180.60879516601562,2018,2,27,1,20328.553,249.529,14921.1,2.86
2018-02-28,42.02755355834961,42.29653731490885,151128400,42.6174305332886,42.011038875219455,87.11225891113281,88.10628785202275,31167300,88.91451977296582,86.98219957962961,54.93336486816406,55.83306277612974,49292000,56.11421979607381,54.88758611497072,75.62249755859375,75.97550201416016,90300000,76.43499755859375,75.5999984741211,177.4835205078125,181.44484635076935,18783000,182.02212743336486,177.3043569780085,2018,2,28,2,20328.553,249.529,14921.1,2.86
2018-03-01,41.291385650634766,42.126649810511154,195208000,42.41923006780911,40.73926170086954,86.25757598876953,87.31663453045769,37135600,87.85545577803983,85.31928479386983,53.31559753417969,55.21302769011919,55338000,55.299114370176994,53.11057645825989,74.67250061035156,75.68000030517578,136704000,75.92449951171875,73.25,175.1147003173828,178.17029161586254,23201600,179.2750854179347,173.59187848036618,2018,3,1,3,20328.553,249.577,14974.8,2.84
2018-03-02,41.57688522338867,40.77229226346059,153816000,41.59811992782336,40.68970805689516,86.44338989257812,85.07775975290876,32830400,86.53628840739391,84.40887910591134,53.949073791503906,52.64729503739767,50162000,54.0859203003677,52.255669904124645,75.01249694824219,73.45500183105469,131752000,75.05249786376953,72.75050354003906,175.79148864746094,172.47710751699228,20025900,176.27919557459333,172.17852693631085,2018,3,2,4,20328.553,249.577,14974.8,2.84
2018-03-05,41.720821380615234,41.340940455918776,113605600,41.937895680395584,41.17813383100266,86.99149322509766,85.78379130917797,23901600,87.57676022808525,85.70947675239536,54.477542877197266,53.650002141164556,28648000,54.797014634375614,53.35839323546137,76.18049621582031,74.71199798583984,104678000,76.26899719238281,74.05000305175781,179.5537567138672,175.37346150456474,16189300,180.30023854364305,175.06491811154459,2018,3,5,0,20328.553,249.577,14974.8,2.84
2018-03-06,41.685428619384766,41.978008916031996,95154000,42.05823132629341,41.55801676781215,86.69422149658203,87.64179774164147,22175800,87.78114906560094,86.3412042852271,54.7830810546875,54.842796927259705,23382000,55.018459315716925,54.464603994061115,76.88200378417969,76.66000366210938,91234000,77.10649871826172,76.4000015258789,178.93666076660156,180.9272788774212,15086800,181.52447038555147,178.2698055219423,2018,3,6,1,20328.553,249.577,14974.8,2.84
2018-03-07,41.298458099365234,41.27722339665488,126814000,41.491939436030975,41.11913683149567,87.19587707519531,86.54558038379292,26716100,87.27019872212769,85.86740775901413,55.486717224121094,54.3810035737155,30748000,55.54444370606537,54.23619571614768,77.25,76.32599639892578,83482000,77.29499816894531,76.12550354003906,182.84823608398438,177.90154878699772,19097300,182.95772068926377,177.23469353200903,2018,3,7,2,20328.553,249.577,14974.8,2.84
2018-03-08,41.749122619628906,41.404632970698856,95096400,41.791592022749406,41.30789590792802,87.72541809082031,87.5767747771568,25887800,88.34784601945381,87.1122750535133,56.200313568115234,55.59421012969999,33862000,56.30282031953533,55.59421012969999,77.59300231933594,77.5,77252000,77.74400329589844,77.26249694824219,181.48464965820312,182.69892792171473,17225900,183.53498388397196,180.5988252056949,2018,3,8,3,20328.553,249.577,14974.8,2.84
2018-03-09,42.466407775878906,41.98978993393138,128740800,42.471127798168894,41.85529630108256,89.68558502197266,88.5243360038008,36937300,89.68558502197266,88.25492538106074,57.76582717895508,56.703902790394935,42662000,57.77378853666673,56.444644232734824,78.94450378417969,78.17500305175781,90686000,78.9469985961914,77.9540023803711,184.36109924316406,183.04729913633454,18526300,184.63978457452825,182.35058580792406,2018,3,9,4,20328.553,249.577,14974.8,2.84
2018-03-12,42.876956939697266,42.539545602353456,128828400,43.03504345987428,42.52067271664055,89.89926147460938,89.6484347756913,26073700,90.30802344527832,89.22109593712939,58.01911544799805,57.975322287362914,44306000,58.62770560343565,57.6842145129355,79.91950225830078,79.62999725341797,103484000,80.2665023803711,79.33499908447266,183.89329528808594,184.36109175828622,15301200,185.22702096227977,183.35583508147866,2018,3,12,0,20328.553,249.577,14974.8,2.84
2018-03-13,42.46405792236328,43.082247752101196,126774000,43.296963804528104,42.29181487826127,87.7068099975586,90.11291430738095,35387800,90.33587211080176,87.29804811820313,56.724300384521484,58.31270690136068,43140000,58.61974117107071,56.45857253550645,79.40899658203125,80.7979965209961,130638000,80.87699890136719,78.90049743652344,181.02682495117188,184.7393236619174,18067500,185.11754598187946,180.26043268758988,2018,3,13,1,20328.553,249.577,14974.8,2.84
2018-03-14,42.10306167602539,42.54665033579508,117473600,42.5938397761204,41.95441151869331,87.18659973144531,88.36643303949603,32132000,88.635843739069,86.86145133116881,57.171165466308594,57.01740155535548,41870000,57.71207836260857,56.845721743664406,79.55000305175781,79.8499984741211,85188000,80.3219985961914,79.54450225830078,183.32598876953125,181.74345091774714,16821700,183.3857048866232,180.99696907967405,2018,3,14,2,20328.553,249.577,14974.8,2.84
2018-03-15,42.15260314941406,42.11721197443869,90975200,42.52776760576798,42.015754872627284,87.49315643310547,86.8893054562399,27611000,87.8647575794614,86.2390087658938,57.25675582885742,57.205005108928034,33382000,57.8484285562726,56.512815026891,79.11599731445312,79.75,81394000,79.84549713134766,78.90550231933594,182.99752807617188,182.38044130641245,15614300,183.13687073989857,181.33536373485663,2018,3,15,3,20328.553,249.577,14974.8,2.84
2018-03-16,42.003963470458984,42.152610029941975,157618800,42.26350719673044,41.909580987913714,87.8833236694336,87.95764530713056,49081300,88.60794191772524,87.25160392441241,56.45111083984375,57.49263253831835,58656000,57.565283245930274,56.29883896584192,78.58399963378906,79.17250061035156,108500000,79.47200012207031,78.375,184.2217559814453,183.6245796392591,24403400,184.46063563064666,182.5496439986702,2018,3,16,4,20328.553,249.577,14974.8,2.84
2018-03-19,41.36216735839844,41.83878888337092,133787200,41.87418005588159,40.97520827088329,86.29473876953125,87.08438670537733,33344100,87.23302998575866,85.57012049692656,54.741783142089844,55.622073099576276,63656000,55.70218781532969,54.18693311609719,77.24649810791016,77.72650146484375,131616000,78.08300018310547,76.26750183105469,171.7505340576172,176.1796564685389,88140100,176.33890956779285,169.26226133381718,2018,3,19,0,20328.553,249.577,14974.8,2.84
2018-03-20,41.34800720214844,41.34800720214844,78597600,41.71608976472622,41.27722126311677,86.5177001953125,86.44338563973741,23075200,87.11225916612524,86.39693284076372,54.529296875,54.65867557012891,54598000,55.014476473098476,53.863477617466295,79.32550048828125,77.51699829101562,91632000,79.3499984741211,77.27050018310547,167.36122131347656,166.68441840634694,129851800,169.40160803302504,161.1903078489395,2018,3,20,1,20328.553,249.577,14974.8,2.84
2018-03-21,40.41129684448242,41.30082881932589,148219600,41.31262708006804,40.40893503213978,85.91385650634766,86.33190334713721,24457100,87.3723850919873,85.6630227317123,54.43972396850586,54.36856530783268,44898000,55.1712272552724,54.10183897236909,79.09300231933594,79.32250213623047,95016000,79.5,78.15850067138672,168.59539794921875,164.02693309320307,106598800,172.58658173864086,162.53396953080232,2018,3,21,2,20328.553,249.577,14974.8,2.84
2018-03-22,39.84028244018555,40.11162434118814,165963200,40.74397057323563,39.781294757330855,83.41483306884766,84.7897478176672,38604700,85.23567052044977,83.29406573303406,52.40694808959961,53.74355638443713,69312000,53.938125585912246,52.23228038384407,77.24600219726562,78.27349853515625,126412000,78.69249725341797,77.12000274658203,164.11651611328125,165.35070485882497,73743000,169.47128390579698,162.95200629426867,2018,3,22,3,20328.553,249.577,14974.8,2.84
2018-03-23,38.917720794677734,39.731750235606576,164115200,40.09275462767348,38.917720794677734,80.99017333984375,83.14545180708922,44068900,84.03729043963526,80.89727481123127,51.08327102661133,52.318367179327964,49880000,53.085201140609314,50.99967108291627,74.77799987792969,76.95050048828125,160120000,77.45099639892578,74.76799774169922,158.642333984375,164.66395772751295,53609700,165.81852005320553,158.27407443748865,2018,3,23,4,20328.553,249.577,14974.8,2.84
2018-03-26,40.76521682739258,39.656248893462184,150164800,40.84308101598845,39.27164797412221,87.12153625488281,84.17661074839357,56396800,87.32591719511628,83.9815217839073,52.4537239074707,52.28005468555452,65984000,52.71149422688356,50.28857623250851,77.79299926757812,76.5,112494000,77.84950256347656,74.9625015258789,159.30917358398438,160.06561822676997,126116600,160.34430356236098,148.32096770110778,2018,3,26,0,20328.553,249.577,14974.8,2.84
2018-03-27,39.71996307373047,40.979939680413636,163690400,41.32678769915465,39.38491331691532,83.11758422851562,88.19921249484753,56569000,88.38500955491418,82.22574558232937,50.10743713378906,52.94188524793335,60816000,52.97373447257667,49.64365486734454,74.85250091552734,78.62000274658203,139992000,78.79850006103516,74.11599731445312,151.50595092773438,155.57676146178918,79117000,162.08609141664357,150.0428453501392,2018,3,27,1,20328.553,249.577,14974.8,2.84
2018-03-28,39.28107833862305,39.462761417214146,166674000,40.11634597762545,38.976703466990955,83.04322814941406,83.44269804191711,52501100,84.75259016188079,82.56015174084555,50.019859313964844,49.85713933583971,77698000,51.00564776940355,48.96590007161025,71.57099914550781,72.3499984741211,274106000,72.79499816894531,69.30850219726562,152.31214904785156,150.9386176417588,60029200,155.1487860333358,150.092614026363,2018,3,28,2,20328.553,249.577,14974.8,2.84
2018-03-29,39.58782958984375,39.59490782664997,153594000,40.524554663989235,39.380191709330724,84.78974914550781,83.77714347597217,45867500,85.73733224587247,82.1235261260546,51.610252380371094,50.319924031398315,69338000,52.15315848214298,49.963128419241535,72.36699676513672,70.30000305175781,251622000,72.77349853515625,68.26000213623047,159.04043579101562,154.42220213430406,59434300,160.66279449804537,153.41694540194985,2018,3,29,3,20328.553,249.577,14974.8,2.84
2018-04-02,39.328269958496094,39.318833512475734,150347200,39.86152096687733,38.806820808205174,82.23500061035156,84.04655318280305,48515400,84.42743914393223,81.29671658373766,50.390586853027344,51.136520876400525,65068000,51.72918832646703,49.47596088881355,68.59950256347656,70.88099670410156,209272000,71.06800079345703,67.75,154.6610870361328,157.0697333383701,36796000,158.45321243887204,153.38709254878768,2018,4,2,0,20580.912,250.227,15007.2,2.87
2018-04-03,39.73175811767578,39.55479500409263,121112000,39.816700556208644,38.903572042223196,83.34053802490234,83.2197706505608,37213800,83.65640151674637,81.64975934560502,50.69164276123047,50.56574549655701,51322000,51.006141045691734,49.625242321486965,69.60250091552734,69.56900024414062,204624000,70.69999694824219,67.7665023803711,155.37770080566406,155.8156392300269,42543900,156.65169521078622,150.10255965374913,2018,4,3,1,20580.912,250.227,15007.2,2.87
